Image ID,Study,Label,Prediction,Status,Augmentation,Confidence,Heatmap,Score,Justification
46,Downy Mildew,Downy Mildew,Downy Mildew,TP,Yes,0.97,Integrated Gradients,0.7,Gets some parts correct but introduces too much confident and moderate noise
47,Downy Mildew,Downy Mildew,Hispa,FN,No,0.93,Lime,0.3,Damaged parts are least confident
47,Downy Mildew,Downy Mildew,Hispa,FN,No,0.93,GradCAM,0.3,Damaged parts are least confident
47,Downy Mildew,Downy Mildew,Hispa,FN,No,0.93,Integrated Gradients,0.7,Hightlights damaged part but includes some noise that can be more confident
47,Downy Mildew,Downy Mildew,Downy Mildew,TP,Yes,1,Lime,0.3,Damaged parts are least confident
47,Downy Mildew,Downy Mildew,Downy Mildew,TP,Yes,1,GradCAM,0.7,Highlights some damaged parts as most confident but contains too much moderate and low noise
47,Downy Mildew,Downy Mildew,Downy Mildew,TP,Yes,1,Integrated Gradients,0.8,Hightlights damaged part but includes some noise
48,Downy Mildew,Downy Mildew,Downy Mildew,FN,No,0.52,Lime,0.6,Highlights part of diseased region with confidence but includes noise
48,Downy Mildew,Downy Mildew,Downy Mildew,FN,No,0.52,GradCAM,0.9,Highlights nearly perfectly with confidence but missing a piece of damage
48,Downy Mildew,Downy Mildew,Downy Mildew,FN,No,0.52,Integrated Gradients,0.7,Gets it but too much noise
48,Downy Mildew,Downy Mildew,Downy Mildew,TP,Yes,0.72,Lime,0.6,Highlights part of diseased region with confidence but includes noise
48,Downy Mildew,Downy Mildew,Downy Mildew,TP,Yes,0.72,GradCAM,0.9,Highlights nearly perfectly with confidence but missing a piece of damage
48,Downy Mildew,Downy Mildew,Downy Mildew,TP,Yes,0.72,Integrated Gradients,0.7,Gets it but too much noise
49,Downy Mildew,Downy Mildew,Hispa,FN,No,0.53,Lime,0.4,"Damaged area is moderate, noise"
49,Downy Mildew,Downy Mildew,Hispa,FN,No,0.53,GradCAM,1,Highlighted damages with moderate or high confidence
49,Downy Mildew,Downy Mildew,Hispa,FN,No,0.53,Integrated Gradients,0.6,Damaged tips were highlighted but had too much noise especially in sky. Goes into damaged leaf too much to the healthy side
49,Downy Mildew,Downy Mildew,Downy Mildew,TP,Yes,0.88,Lime,0.6,Highlighted cluster well but misses a few areas
49,Downy Mildew,Downy Mildew,Downy Mildew,TP,Yes,0.88,GradCAM,0.9,Highlighted damages with high confidence but missing one section
49,Downy Mildew,Downy Mildew,Downy Mildew,TP,Yes,0.88,Integrated Gradients,0.7,Damaged tips were highlighted but had too much noise especially in sky
50,Downy Mildew,Blast,Downy Mildew,FP,No,0.98,Lime,0.2,Important stuff has not good confidence
50,Downy Mildew,Blast,Downy Mildew,FP,No,0.98,GradCAM,0.5,Gets some things accurately but includes confident and mediocre noise. Missing spots
50,Downy Mildew,Blast,Downy Mildew,FP,No,0.98,Integrated Gradients,0.7,Gets some things accurately but includes confident and mediocre noise
50,Downy Mildew,Blast,Blast,TP,Yes,1,Lime,0.8,Damaged areas have highest confidence but too much noise
50,Downy Mildew,Blast,Blast,TP,Yes,1,GradCAM,0.7,Gets some things accurately but includes confident and mediocre noise. Missing spots
50,Downy Mildew,Blast,Blast,TP,Yes,1,Integrated Gradients,0.5,Gets some things accurately but includes confident and mediocre noise. Missing spots
51,Downy Mildew,Dead Heart,Downy Mildew,FP,No,0.5,Lime,0.2,Highlights to grain with no or little confidence
51,Downy Mildew,Dead Heart,Downy Mildew,FP,No,0.5,GradCAM,0.6,Gets the grain but too much confident noise
51,Downy Mildew,Dead Heart,Downy Mildew,FP,No,0.5,Integrated Gradients,0.9,Gets it correct with some very minor noise
51,Downy Mildew,Dead Heart,Dead Heart,TP,Yes,0.97,Lime,0.2,Highlights to grain with no or little confidence
51,Downy Mildew,Dead Heart,Dead Heart,TP,Yes,0.97,GradCAM,0.5,"Skips over part of the damaged grain, too much confident noise"
51,Downy Mildew,Dead Heart,Dead Heart,TP,Yes,0.97,Integrated Gradients,0.9,Gets it correct with some very minor noise
52,Hispa,Hispa,Hispa,TP,No,1,Lime,0.6,"Damaged part is not the highest, and there is lots of noise"
52,Hispa,Hispa,Hispa,TP,No,1,GradCAM,0.6,"Damaged part is not the highest, and there is lots of noise"
52,Hispa,Hispa,Hispa,TP,No,1,Integrated Gradients,0.8,Gets it correct with some confidence and minor noise
52,Hispa,Hispa,Hispa,TP,Yes,1,Lime,0.6,"Damaged part is not the highest, and there is lots of noise"
52,Hispa,Hispa,Hispa,TP,Yes,1,GradCAM,0.6,"Damaged part is not the highest, and there is lots of noise"
52,Hispa,Hispa,Hispa,TP,Yes,1,Integrated Gradients,0.8,Gets it correct with some confidence and minor noise
53,Hispa,Hispa,Hispa,TP,No,0.91,Lime,0.6,"Damaged part is not the highest, and there is lots of noise"
53,Hispa,Hispa,Hispa,TP,No,0.91,GradCAM,0.6,"Damaged part is not the highest, and there is lots of noise"
53,Hispa,Hispa,Hispa,TP,No,0.91,Integrated Gradients,0.6,Gets it partially correct with some confident noise
53,Hispa,Hispa,Hispa,TP,Yes,0.41,Lime,0.6,"Damaged part is not the highest, and there is lots of noise"
53,Hispa,Hispa,Hispa,TP,Yes,0.41,GradCAM,0.6,"Damaged part is not the highest, and there is lots of noise"
53,Hispa,Hispa,Hispa,TP,Yes,0.41,Integrated Gradients,0.7,Gets it correct with some confident noise
54,Hispa,Hispa,Hispa,TP,No,1,Lime,0.5,"Too much noise, not clear"
54,Hispa,Hispa,Hispa,TP,No,1,GradCAM,0.5,"Too much noise, not clear"
54,Hispa,Hispa,Hispa,TP,No,1,Integrated Gradients,0.5,"Too much noise, not clear"
54,Hispa,Hispa,Hispa,TP,Yes,1,Lime,0.5,"Too much noise, not clear"
54,Hispa,Hispa,Hispa,TP,Yes,1,GradCAM,0.5,"Too much noise, not clear"
54,Hispa,Hispa,Hispa,TP,Yes,1,Integrated Gradients,0.5,"Too much noise, not clear"
55,Hispa,Hispa,Tungro,FN,No,0.52,Lime,0.5,"Damaged part is not the highest, and there is lots of noise"
55,Hispa,Hispa,Tungro,FN,No,0.52,GradCAM,0.5,Gets it correct with low confidence and includes confident noise
55,Hispa,Hispa,Tungro,FN,No,0.52,Integrated Gradients,0.7,Gets it correct with some moderate noise
55,Hispa,Hispa,Hispa,TP,Yes,0.78,Lime,0.8,Gets it correct with some confident noise
55,Hispa,Hispa,Hispa,TP,Yes,0.78,GradCAM,0.4,Gets it partially correct with low confidence as it misses a spot and includes confident noise
55,Hispa,Hispa,Hispa,TP,Yes,0.78,Integrated Gradients,0.7,Gets it correct with some confident noise
56,Hispa,Hispa,Normal,FN,No,0.99,Lime,N/A,Highlights too much weak stuff
56,Hispa,Hispa,Normal,FN,No,0.99,GradCAM,N/A,Highlights too much weak stuff
56,Hispa,Hispa,Normal,FN,No,0.99,Integrated Gradients,N/A,Highlights damaged leaf and others
56,Hispa,Hispa,Hispa,TP,Yes,0.81,Lime,0.1,Does not highlight damaged region
56,Hispa,Hispa,Hispa,TP,Yes,0.81,GradCAM,1,Highlights only damaged region as confident correctly
56,Hispa,Hispa,Hispa,TP,Yes,0.81,Integrated Gradients,0.7,Highlights damaged region and noise confidently
57,Hispa,Hispa,Bacterial Leaf Blight,FN,No,1,Lime,0.3,Too unclear
57,Hispa,Hispa,Bacterial Leaf Blight,FN,No,1,GradCAM,0.9,Highlights light streaks as most confident
57,Hispa,Hispa,Bacterial Leaf Blight,FN,No,1,Integrated Gradients,0.8,Highlights light streaks as most confident with noise
57,Hispa,Hispa,Bacterial Leaf Blight,FN,Yes,0.92,Lime,0.3,Too unclear
57,Hispa,Hispa,Bacterial Leaf Blight,FN,Yes,0.92,GradCAM,0.9,Highlights light streaks as most confident
57,Hispa,Hispa,Bacterial Leaf Blight,FN,Yes,0.92,Integrated Gradients,0.8,Highlights light streaks as most confident with noise
58,Hispa,Downy Mildew,Hispa,FP,No,0.93,Lime,0.3,Diseased spots are low with confident noise
58,Hispa,Downy Mildew,Hispa,FP,No,0.93,GradCAM,0.5,Diseased spots are low with confident noise
58,Hispa,Downy Mildew,Hispa,FP,No,0.93,Integrated Gradients,0.7,Correctly highlighted moderately with confident noise spots
58,Hispa,Downy Mildew,Downy Mildew,TP,Yes,1,Lime,0.3,Diseased spots are low with confident noise
58,Hispa,Downy Mildew,Downy Mildew,TP,Yes,1,GradCAM,0.7,Some spots correctly highlighted confidently
58,Hispa,Downy Mildew,Downy Mildew,TP,Yes,1,Integrated Gradients,0.9,Correctly highlighted with confident noise spots
59,Hispa,Normal,Hispa,FP,No,0.88,Lime,N/A,Too much
59,Hispa,Normal,Hispa,FP,No,0.88,GradCAM,N/A,Confused with the base of a plant
59,Hispa,Normal,Hispa,FP,No,0.88,Integrated Gradients,N/A,Too much
59,Hispa,Normal,Normal,TP,Yes,0.81,Lime,N/A,Highlights mostly tips of plants
59,Hispa,Normal,Normal,TP,Yes,0.81,GradCAM,N/A,Confused with the base of a plant
59,Hispa,Normal,Normal,TP,Yes,0.81,Integrated Gradients,N/A,Highlights mostly tips of plants
60,Hispa,Normal,Hispa,FP,No,0.99,Lime,N/A,Highlights tips weakly
60,Hispa,Normal,Hispa,FP,No,0.99,GradCAM,N/A,Highlights dirt
60,Hispa,Normal,Hispa,FP,No,0.99,Integrated Gradients,N/A,Highlights some lighter streaks
60,Hispa,Normal,Hispa,FP,Yes,0.76,Lime,N/A,Highlights tips 
60,Hispa,Normal,Hispa,FP,Yes,0.76,GradCAM,N/A,Highlights base of plant
60,Hispa,Normal,Hispa,FP,Yes,0.76,Integrated Gradients,N/A,Highlights some lighter streaks
61,Normal,Normal,Normal,TP,No,1,Lime,N/A,Does not highlight light streak only surprisingly
61,Normal,Normal,Normal,TP,No,1,GradCAM,N/A,Sparse confident spots
61,Normal,Normal,Normal,TP,No,1,Integrated Gradients,N/A,Focuses on lighter streak
61,Normal,Normal,Normal,TP,Yes,1,Lime,N/A,Does not highlight light streak only surprisingly
61,Normal,Normal,Normal,TP,Yes,1,GradCAM,N/A,Sparse confident spots
61,Normal,Normal,Normal,TP,Yes,1,Integrated Gradients,N/A,Focuses on lighter streak
62,Normal,Normal,Normal,TP,No,1,Lime,N/A,Sparse confident spots
62,Normal,Normal,Normal,TP,No,1,GradCAM,N/A,Highlights mostly right side
62,Normal,Normal,Normal,TP,No,1,Integrated Gradients,N/A,Focus is in center that is somewhat light
62,Normal,Normal,Normal,TP,Yes,1,Lime,N/A,Sparse confident spots
62,Normal,Normal,Normal,TP,Yes,1,GradCAM,N/A,Highlights pretty much everything as very confident
62,Normal,Normal,Normal,TP,Yes,1,Integrated Gradients,N/A,Mostly weak with a very few confident spots
63,Normal,Normal,Normal,TP,No,1,Lime,N/A,Has a few brown and light strands that was classified
63,Normal,Normal,Normal,TP,No,1,GradCAM,N/A,Highlighted confidently ground
63,Normal,Normal,Normal,TP,No,1,Integrated Gradients,N/A,Highlighted confidently ground
63,Normal,Normal,Normal,TP,Yes,1,Lime,N/A,Highlighted light top mostly
63,Normal,Normal,Normal,TP,Yes,1,GradCAM,N/A,Mostly weak but confident spots towards the right
63,Normal,Normal,Normal,TP,Yes,1,Integrated Gradients,N/A,Highlighted confidently ground
64,Normal,Normal,Bacterial Leaf Blight,FN,No,0.47,Lime,N/A,Highlighted confidently throughout
64,Normal,Normal,Bacterial Leaf Blight,FN,No,0.47,GradCAM,N/A,Highlighted confidently throughout
64,Normal,Normal,Bacterial Leaf Blight,FN,No,0.47,Integrated Gradients,N/A,Confidently highlighted lighter streaks
64,Normal,Normal,Normal,TP,Yes,0.91,Lime,N/A,Highlighted confidently throughout
64,Normal,Normal,Normal,TP,Yes,0.91,GradCAM,N/A,Confidently highlighted base
64,Normal,Normal,Normal,TP,Yes,0.91,Integrated Gradients,N/A,Confidently highlighted tips
65,Normal,Normal,Hispa,FN,No,0.88,Lime,N/A,Low confidence in most
65,Normal,Normal,Hispa,FN,No,0.88,GradCAM,N/A,Highlighted dark leaves
65,Normal,Normal,Hispa,FN,No,0.88,Integrated Gradients,N/A,Highlighted light leaves
65,Normal,Normal,Normal,TP,Yes,0.81,Lime,N/A,Highlighted top of light leaves 
65,Normal,Normal,Normal,TP,Yes,0.81,GradCAM,N/A,Focused on lower leaves
65,Normal,Normal,Normal,TP,Yes,0.81,Integrated Gradients,N/A,Highlighted light leaves
66,Normal,Normal,Hispa,FN,No,0.99,Lime,N/A,Highlighted mostly light areas
66,Normal,Normal,Hispa,FN,No,0.99,GradCAM,N/A,Highlighted mostly light areas
66,Normal,Normal,Hispa,FN,No,0.99,Integrated Gradients,N/A,Highlighted mostly light areas
66,Normal,Normal,Hispa,FN,Yes,0.76,Lime,N/A,Highlighted mostly light areas
66,Normal,Normal,Hispa,FN,Yes,0.76,GradCAM,N/A,Highlighted mostly light areas
66,Normal,Normal,Hispa,FN,Yes,0.76,Integrated Gradients,N/A,Highlighted mostly light areas
67,Normal,Blast,Normal,FP,No,0.96,Lime,N/A,Correct area but scattered noise
67,Normal,Blast,Normal,FP,No,0.96,GradCAM,N/A,Correct area with low confidence but scattered noise
67,Normal,Blast,Normal,FP,No,0.96,Integrated Gradients,N/A,Correct area but scattered noise
67,Normal,Blast,Blast,TP,Yes,0.98,Lime,0.7,Correct area but scattered noise
67,Normal,Blast,Blast,TP,Yes,0.98,GradCAM,0.7,Correct area but scattered noise
67,Normal,Blast,Blast,TP,Yes,0.98,Integrated Gradients,0.7,Correct area but scattered noise
68,Normal,Hispa,Normal,FP,No,0.99,Lime,N/A,Missed part of light streak
68,Normal,Hispa,Normal,FP,No,0.99,GradCAM,N/A,Missed light streak
68,Normal,Hispa,Normal,FP,No,0.99,Integrated Gradients,N/A,Got light streak correctly with high confidence with some noise on nearby leaves
68,Normal,Hispa,Hispa,TP,Yes,0.81,Lime,0.1,Missed light streak
68,Normal,Hispa,Hispa,TP,Yes,0.81,GradCAM,1,Got light streak correctly with high confidence
68,Normal,Hispa,Hispa,TP,Yes,0.81,Integrated Gradients,0.9,Got light streak correctly with high confidence with some noise on nearby leaves
69,Tungro,Tungro,Tungro,TP,No,0.99,Lime,0,Did not even highlight anything at all
69,Tungro,Tungro,Tungro,TP,No,0.99,GradCAM,0.4,"Missed part of streak, had low confidence for it against lots of noise"
69,Tungro,Tungro,Tungro,TP,No,0.99,Integrated Gradients,0.9,Got streaks correctly with high confidence with some noise on nearby leaves
69,Tungro,Tungro,Tungro,TP,Yes,0.99,Lime,0.6,"Highlighted part of the leaf with a streak with high confidence, and noise"
69,Tungro,Tungro,Tungro,TP,Yes,0.99,GradCAM,0.3,"Missed part of streak, had low confidence for it against lots of noise"
69,Tungro,Tungro,Tungro,TP,Yes,0.99,Integrated Gradients,0.9,Got streaks correctly with high confidence with some noise on nearby leaves
70,Tungro,Tungro,Tungro,TP,No,1,Lime,0.1,Barely highlights anything
70,Tungro,Tungro,Tungro,TP,No,1,GradCAM,0.6,Highlights disease with lower confidence
70,Tungro,Tungro,Tungro,TP,No,1,Integrated Gradients,1,Highlights diseased plants
70,Tungro,Tungro,Tungro,TP,Yes,1,Lime,0.6,Highlights part of disease with confidence
70,Tungro,Tungro,Tungro,TP,Yes,1,GradCAM,0.6,Highlights disease with lower confidence
70,Tungro,Tungro,Tungro,TP,Yes,1,Integrated Gradients,0.9,Highlights diseased plants with faint noise
71,Tungro,Tungro,Tungro,TP,No,1,Lime,0,Didn't highlight anything
71,Tungro,Tungro,Tungro,TP,No,1,GradCAM,0.6,Highlighted tips with moderate confidence but other noise
71,Tungro,Tungro,Tungro,TP,No,1,Integrated Gradients,0.8,Highlighted tips but other noise
71,Tungro,Tungro,Tungro,TP,Yes,1,Lime,0.4,Highlighted clusters do not match well
71,Tungro,Tungro,Tungro,TP,Yes,1,GradCAM,0.8,Highlighted tips but other noise
71,Tungro,Tungro,Tungro,TP,Yes,1,Integrated Gradients,0.8,Highlighted tips but other noise
72,Tungro,Tungro,Bacterial Leaf Blight,FN,No,0.89,Lime,0.3,"Somewhat highlighted with lower confidence, noise"
72,Tungro,Tungro,Bacterial Leaf Blight,FN,No,0.89,GradCAM,0.5,Parts of major regions highlighted with lots of moderate noise
72,Tungro,Tungro,Bacterial Leaf Blight,FN,No,0.89,Integrated Gradients,0.6,Parts of major regions highlighted with lots of moderate noise
72,Tungro,Tungro,Tungro,TP,Yes,1,Lime,0.4,Highlights disease with lower confidence
72,Tungro,Tungro,Tungro,TP,Yes,1,GradCAM,0.7,Highlights parts of disease with lower confidence and some with higher
72,Tungro,Tungro,Tungro,TP,Yes,1,Integrated Gradients,0.9,Focused on tips
73,Tungro,Tungro,Hispa,FN,No,0.9,Lime,0,Did not even highlight anything at all
73,Tungro,Tungro,Hispa,FN,No,0.9,GradCAM,0.3,Highlighted most plants as high
73,Tungro,Tungro,Hispa,FN,No,0.9,Integrated Gradients,0.9,Highlighted dry spots very well
73,Tungro,Tungro,Tungro,TP,Yes,1,Lime,0.5,Highlights were either incorrect and confident or correct and weak
73,Tungro,Tungro,Tungro,TP,Yes,1,GradCAM,0.3,Highlighted most plants as high
73,Tungro,Tungro,Tungro,TP,Yes,1,Integrated Gradients,0.9,Highlighted dry spots very well
74,Tungro,Tungro,Hispa,FN,No,0.93,Lime,0.5,Highlights parts of damaged plants and some noise
74,Tungro,Tungro,Hispa,FN,No,0.93,GradCAM,0.3,Highlights most tips which is noisy
74,Tungro,Tungro,Hispa,FN,No,0.93,Integrated Gradients,0.6,Highlights parts of damaged plants and some noise
74,Tungro,Tungro,Tungro,TP,Yes,0.93,Lime,0.7,Highlights mostly damaged tips and some noise
74,Tungro,Tungro,Tungro,TP,Yes,0.93,GradCAM,0.8,Highlights mostly damaged leaf and some noise
74,Tungro,Tungro,Tungro,TP,Yes,0.93,Integrated Gradients,0.8,Highlights mostly damaged leaf and some noise
75,Tungro,Blast,Tungro,FP,No,0.79,Lime,0.2,Misses essential spot or has low attribution
75,Tungro,Blast,Tungro,FP,No,0.79,GradCAM,0.6,Gets all the scattered spots but not very full
75,Tungro,Blast,Tungro,FP,No,0.79,Integrated Gradients,0.7,Gets all the scattered spots but not very full
75,Tungro,Blast,Blast,TP,Yes,0.92,Lime,0.6,Gets a cluster but main leaf is weak
75,Tungro,Blast,Blast,TP,Yes,0.92,GradCAM,0.2,Mostly everything is confident except skipping an essential spot
75,Tungro,Blast,Blast,TP,Yes,0.92,Integrated Gradients,0.8,Gets all the scattered spots but not very full
76,Tungro,Hispa,Tungro,FP,No,0.52,Lime,0.4,Does not get damaged region with confidence
76,Tungro,Hispa,Tungro,FP,No,0.52,GradCAM,1,Gets damaged region with confidence and some lighter damage
76,Tungro,Hispa,Tungro,FP,No,0.52,Integrated Gradients,0.8,Gets damaged region but too much noise
76,Tungro,Hispa,Hispa,TP,Yes,0.78,Lime,0.5,Gets damaged region but too much noise
76,Tungro,Hispa,Hispa,TP,Yes,0.78,GradCAM,0.7,Gets damaged region but too much noise
76,Tungro,Hispa,Hispa,TP,Yes,0.78,Integrated Gradients,0.9,Gets damaged region but too much noise
77,Tungro,Blast,Tungro,FP,No,0.99,Lime,0,Does not show anything
77,Tungro,Blast,Tungro,FP,No,0.99,GradCAM,0.6,"Gets part of damaged region with most confidence, but misses other"
77,Tungro,Blast,Tungro,FP,No,0.99,Integrated Gradients,0.9,Gets damaged region nicely with light noise
77,Tungro,Blast,Blast,TP,Yes,0.99,Lime,0.7,Misses damaged region with confidence
77,Tungro,Blast,Blast,TP,Yes,0.99,GradCAM,0.1,Highlights everything with confidence except damaged regions
77,Tungro,Blast,Blast,TP,Yes,0.99,Integrated Gradients,1,Gets damaged region nicely